 Imunizações - Doses Aplicadas - Brasil ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Doses_aplicadas por Capital segundo Ano/mês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Imunobiológicos:BCG (BCG),Haemophilus influenzae tipo b (Hib),Meningococo A/C (MnAC),Meningococo B/C (MnBC),Meningocócica Conjugada - C (MncC),Pentavalente (DTP+HB+Hib) (PENTA),Pneumocócica 10valente,Pneumocócica Conjugada 7 Valente (Pnc7),Pneumocócica Polissacarídica 23 Valente (Pn23),Pneumocócica 13 valente,Tetravalente (DTP/Hib) (TETRA),Penta inativada (DTPa/Hib/Vip),Meningocócica ACWY135,Meningocócica  B; Ano:1994-2022; ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano/mês;Porto Velho;Rio Branco;Manaus;Boa Vista;Belém;Macapá;Palmas;São Luís;Teresina;Fortaleza;Natal;João Pessoa;Recife;Maceió;Aracaju;Salvador;Belo Horizonte;Vitória;Rio de Janeiro;São Paulo;Curitiba;Florianópolis;Porto Alegre;Campo Grande;Cuiabá;Goiânia;Brasília;Ignorado; Total
2019/Out;6.565;5.820;32.098;7.566;15.624;7.008;4.321;8.187;11.156;29.618;9.937;10.535;18.114;12.073;4.425;23.960;22.163;5.484;47.489;132.197;17.524;4.551;13.721;13.484;9.120;8.582;34.313;1.822.290;2.337.925
2019/Nov;5.891;5.932;30.748;7.062;15.348;5.919;3.912;6.258;10.678;31.074;7.147;10.514;16.571;10.543;4.565;21.280;24.661;5.011;95.390;129.926;18.475;5.144;13.720;13.698;7.784;8.571;28.072;1.663.107;2.207.001
2019/Dez;3.959;4.563;25.399;4.806;7.808;5.122;2.579;5.139;6.449;21.319;5.874;3.090;11.790;7.823;4.633;12.007;14.923;4.369;44.038;93.467;10.753;1.244;9.536;11.089;4.826;4.450;22.684;1.055.369;1.409.108
2020/Jan;8.506;7.072;43.197;9.029;13.450;9.280;5.949;4.622;14.006;42.589;10.009;8.713;22.466;14.333;4.708;33.279;29.150;7.077;65.493;177.286;28.410;3.299;17.282;10.587;10.526;10.878;47.189;1.927.794;2.586.179
2020/Fev;6.283;4.206;30.036;7.351;11.535;5.717;4.634;4.793;8.518;36.488;8.077;6.757;16.190;11.887;4.688;21.752;22.584;4.448;54.704;131.485;18.659;4.613;14.541;6.700;8.174;8.181;36.138;1.569.758;2.068.897
2020/Mar;6.054;4.039;28.570;6.860;10.638;3.646;4.363;4.847;9.099;27.450;8.335;8.247;13.512;11.652;6.158;29.210;23.956;4.920;62.177;144.915;18.829;2.266;14.686;9.028;5.911;14.367;32.391;1.459.088;1.975.214
2020/Abr;4.005;2.735;5.374;6.671;5.340;868;4.291;2.246;5.056;27.344;6.335;6.022;10.506;7.729;4.066;23.231;25.917;3.368;45.506;113.210;16.576;2.234;14.327;7.989;6.522;12.653;29.694;1.403.010;1.802.825
2020/Mai;6.872;4.469;33.605;5.663;11.937;1.841;5.066;3.827;7.763;33.075;9.065;9.016;16.966;11.902;5.491;31.841;23.306;4.951;62.847;138.053;22.273;3.926;17.078;11.115;9.094;19.519;39.847;1.724.559;2.274.967
2020/Jun;6.108;3.817;38.055;5.659;16.395;3.922;5.092;6.625;8.956;40.197;8.404;10.503;17.197;12.633;5.387;45.418;25.899;4.880;77.626;137.970;21.582;4.329;17.616;11.861;8.499;16.557;38.763;1.804.890;2.404.840
2020/Jul;7.803;3.800;33.130;11.839;14.907;6.582;4.853;8.263;8.408;35.323;9.772;11.859;20.099;16.250;6.495;42.762;45.457;6.208;73.388;134.684;20.521;3.919;16.183;11.254;7.633;15.978;38.123;2.141.497;2.756.990
2020/Ago;8.516;4.615;41.467;6.449;12.874;5.362;4.926;8.462;9.904;42.041;9.851;7.659;21.056;13.390;11.204;32.265;48.122;10.881;77.546;131.811;23.640;5.460;18.181;13.297;8.870;16.844;45.981;1.958.023;2.598.697
2020/Set;7.615;5.116;37.113;6.753;13.179;6.742;4.447;8.021;9.064;24.149;10.078;8.753;20.582;12.867;6.426;26.579;25.195;5.402;65.893;134.246;21.935;3.347;15.708;11.433;8.149;17.526;38.180;1.787.171;2.341.669
2020/Out;9.072;6.476;49.800;7.170;14.103;7.500;6.165;10.283;17.136;41.201;13.805;9.774;23.567;14.797;9.398;22.499;29.569;7.478;88.988;156.245;23.492;4.225;19.351;14.098;10.572;32.673;43.781;2.259.325;2.952.543
2020/Nov;7.512;5.343;33.491;6.208;13.042;2.938;4.669;8.366;11.286;23.421;10.298;6.336;19.567;11.009;7.996;21.792;21.254;4.618;73.621;109.676;23.092;3.648;16.574;11.931;8.460;17.354;34.975;1.724.127;2.242.604
2020/Dez;5.154;4.384;29.860;5.897;9.265;5.146;3.583;6.467;9.459;21.896;8.407;5.308;14.449;9.757;6.670;21.953;20.366;4.745;50.919;104.102;15.033;3.083;13.096;8.676;5.883;15.167;30.721;1.318.303;1.757.749
2021/Jan;5.670;4.994;23.115;6.437;11.032;6.274;4.294;8.783;10.435;30.811;8.433;8.395;17.450;10.756;7.152;18.064;20.889;4.950;59.864;129.618;19.118;5.375;13.914;9.264;7.431;17.315;35.298;1.612.638;2.117.769
2021/Fev;5.027;4.010;29.670;5.789;9.841;5.709;3.354;7.059;9.301;18.578;7.616;5.922;14.032;9.694;5.956;18.949;18.272;3.893;50.907;93.073;15.242;4.243;11.520;8.060;5.819;14.345;27.061;1.351.559;1.764.501
2021/Mar;6.078;4.658;35.021;7.097;10.572;5.268;3.818;7.609;9.498;24.173;8.715;6.651;17.338;11.679;7.216;21.238;21.711;4.841;62.006;115.812;17.493;4.982;13.268;8.406;6.794;20.059;35.577;1.584.346;2.081.924
2021/Abr;6.070;4.895;32.849;6.557;12.406;7.188;4.102;8.161;10.743;27.956;9.096;6.390;14.268;10.421;6.645;1.820;20.518;5.298;57.371;110.047;17.639;5.850;12.010;11.175;7.632;24.908;32.528;1.588.488;2.063.031
2021/Mai;5.870;5.497;36.052;6.306;12.246;5.434;3.723;7.401;9.848;22.851;8.575;6.466;14.692;11.597;6.600;6.678;20.722;5.411;61.511;115.585;21.442;4.866;5.266;9.016;7.251;15.323;36.340;1.543.852;2.016.421
2021/Jun;5.827;4.012;31.509;6.230;12.127;4.442;4.047;7.249;9.912;23.007;7.989;7.285;14.507;9.760;5.633;3.601;22.571;5.092;60.166;102.160;17.766;4.343;13.856;9.068;6.892;15.124;34.062;1.465.752;1.913.989
2021/Jul;6.055;4.856;34.172;6.072;10.394;4.011;3.900;8.355;8.908;25.141;9.363;7.160;16.295;12.378;8.275;12.781;21.883;5.474;63.629;105.786;20.579;5.022;14.229;9.276;7.415;16.742;33.808;1.576.662;2.058.621
2021/Ago;6.144;4.533;31.588;5.985;11.422;4.022;3.970;7.885;10.290;24.917;8.859;6.240;15.521;10.773;7.849;14.060;23.955;4.599;58.862;119.200;19.798;4.697;14.481;9.822;7.488;16.228;30.284;1.597.432;2.080.904
2021/Set;5.899;4.163;31.235;6.235;10.634;3.815;3.910;8.118;9.889;24.325;7.903;6.053;14.823;11.240;7.147;12.086;20.964;4.582;54.892;107.218;17.956;4.224;13.500;8.957;6.974;15.170;30.083;1.498.701;1.950.696
2021/Out;5.764;3.945;32.988;6.295;11.092;3.848;3.119;8.462;11.552;25.145;9.923;6.653;16.404;10.704;7.837;2.619;21.229;4.215;53.659;112.807;17.898;4.631;14.448;9.437;6.294;16.637;31.718;1.575.755;2.035.078
2021/Nov;5.448;4.556;32.726;7.082;11.447;4.224;4.056;10.573;10.522;22.960;8.227;5.674;13.401;10.451;7.494;31.032;20.314;4.513;53.265;98.441;19.401;4.392;13.565;9.422;7.216;17.144;27.752;1.538.980;2.004.278
2021/Dez;4.580;3.540;25.484;6.087;8.735;3.820;3.387;7.739;8.734;19.236;7.034;5.016;12.648;9.704;6.642;19.879;17.863;4.263;44.971;87.278;16.644;3.935;12.416;8.586;5.998;12.736;29.254;1.266.957;1.663.166
2022/Jan;5.561;4.176;35.447;7.108;10.826;4.403;3.916;9.302;9.560;16.185;7.016;5.388;14.939;11.549;7.679;27.381;18.457;4.375;47.513;91.104;16.887;4.038;11.650;9.662;7.012;14.474;31.251;1.489.996;1.926.855
2022/Fev;5.350;4.178;30.083;6.182;10.468;4.219;3.642;8.911;8.990;20.947;7.995;4.680;13.411;10.126;6.969;25.006;16.998;5.260;42.449;85.498;16.096;4.976;11.868;9.036;6.155;12.894;27.890;1.393.560;1.803.837
2022/Mar;6.358;4.942;37.899;7.492;10.823;4.832;4.176;8.598;10.479;22.778;8.650;5.632;14.079;11.004;8.430;13.967;20.337;4.686;48.107;103.771;18.840;4.961;13.527;10.886;7.322;16.469;34.766;1.683.722;2.147.533
2022/Abr;5.931;4.125;41.743;6.155;9.249;4.134;3.861;9.370;9.274;22.699;4.895;5.526;12.544;9.728;7.651;11.432;20.700;3.390;44.080;94.860;15.782;4.527;12.974;8.724;6.469;14.093;30.345;1.443.240;1.867.501
2022/Mai;6.709;4.683;52.320;5.904;10.712;4.212;4.411;9.815;10.963;24.432;8.544;5.659;16.310;12.320;8.243;17.371;14.888;2.817;52.670;103.336;17.738;5.033;15.381;11.014;7.590;14.491;34.996;1.872.932;2.355.494
2022/Jun;6.738;4.350;45.826;5.622;10.241;4.646;4.005;8.215;10.480;21.683;7.243;5.325;15.621;10.509;6.636;8.168;21.364;3.282;56.579;89.525;17.350;4.541;15.523;12.025;7.069;14.019;31.887;1.791.090;2.239.562
2022/Jul;5.838;4.010;41.422;6.581;9.388;4.286;3.939;9.843;9.844;22.654;8.430;6.437;15.549;12.844;8.608;19.456;21.329;4.092;57.826;115.833;18.670;5.318;14.952;10.967;7.686;15.175;32.824;1.836.353;2.330.154
2022/Ago;7.233;4.754;44.037;7.348;12.892;5.176;4.668;10.716;12.308;27.483;9.294;7.833;17.527;13.018;8.343;15.845;24.824;4.498;62.127;116.105;19.954;6.265;16.554;10.973;8.914;16.207;37.961;2.056.099;2.588.956
2022/Set;6.372;3.983;34.219;6.589;10.809;4.726;4.408;8.252;10.507;24.405;9.282;7.768;15.710;11.707;7.470;14.912;21.296;3.986;55.548;98.792;18.887;5.685;14.056;11.073;7.847;13.713;32.910;1.751.299;2.216.211
2022/Out;6.707;4.484;30.606;6.680;10.998;4.703;3.950;8.198;9.796;23.567;8.949;7.803;15.859;11.661;7.177;18.842;19.511;4.639;61.262;135.803;21.470;5.148;14.403;10.851;7.274;14.988;33.678;1.730.966;2.239.973
2022/Nov;5.851;4.446;32.997;5.734;10.235;5.296;4.128;8.417;10.394;22.049;8.244;6.735;13.777;10.956;6.557;17.088;22.931;4.012;49.603;103.607;16.798;4.635;13.668;11.047;6.940;14.257;29.444;1.687.947;2.137.793
2022/Dez;5.311;4.299;28.855;6.561;10.071;5.654;3.387;7.977;8.790;22.698;7.408;6.769;13.101;11.776;6.293;20.121;16.279;3.821;45.447;105.373;16.135;4.434;12.667;10.077;6.368;13.318;29.828;1.400.614;1.833.432
